Nama Satuan Pendidikan,NPSN,Bentuk Pendidikan,Status Sekolah,Alamat,Desa,Kecamatan,Lintang,Bujur,PD_L,PD_P,PD_Total,Guru,Tendik
SD NEGERI KARYAWANGI,20205506,SD,Negeri,Jl. Kolonel Masturi No.288  RT.01 RW.11,Karyawangi,Parongpong,-6.803200000000,107.581800000000,276,248,524,13,3
SD NEGERI KERTAMUKTI,20205483,SD,Negeri,KP. CIKONDANG RT. 01 RW. 14,Kertamukti,Cipatat,-6.817100000000,107.375000000000,77,75,152,6,3
SD NEGERI KERTASARI,20205489,SD,Negeri,KP. SUDIMAMPIR HILIR,Kertajaya,Padalarang,-6.775300000000,107.572800000000,108,96,204,9,2
SD NEGERI KERTASARI,20205490,SD,Negeri,JL. Mekar Tani  RT.02 RW.10,Kertawangi,Cisarua,-6.800300000000,107.559200000000,172,175,347,13,1
SD NEGERI KIARAPAYUNG,20205767,SD,Negeri,Kp. Pasir Kihiang RT 001 RW 004,Mekarsari,Ngamprah,-6.840000000000,107.508200000000,176,148,324,10,3
SD NEGERI KUBANGSARI,20205740,SD,Negeri,Kp. Kubangsari RT.02 RW.05,Tenjolaut,Cikalongwetan,-6.710000000000,107.411300000000,57,84,141,7,3
SD NEGERI KUBANGSARI,20205739,SD,Negeri,KP. CicalengkaRT.2RW.1,Cicadas,Rongga,-6.710000000000,107.411300000000,47,40,87,7,2
SD NEGERI KUTAMULYA,20205757,SD,Negeri,Kp. Cimanjah Rt 03 Rw 08,CIKANDE,Saguling,-6.871600000000,107.432700000000,97,95,192,8,2
SD NEGERI LAMPINGSARI,20205812,SD,Negeri,Kp. Lamping rt. 03/04,Singajaya,Cihampelas,-6.952200000000,107.481600000000,80,80,160,7,2
SD NEGERI LANGENSARI,20205831,SD,Negeri,Jl. Raya Cibedug Kp. Lebaksaat,Cibedug,Rongga,-7.000300000000,107.275000000000,102,69,171,7,2
SD NEGERI LEBAK GEDE,20205808,SD,Negeri,Kp. Lebak Gede  RT.05 RW.03,Bojongkoneng,Ngamprah,-6.831700000000,107.486400000000,160,133,293,6,3
SD NEGERI LEBAKLEUNGSIR,20205795,SD,Negeri,Kp. Lebakleungsir,Mekarjaya,Cikalongwetan,-6.791900000000,107.450400000000,89,76,165,9,1
SD NEGERI LEGOKPEUNDEUY,20205807,SD,Negeri,Kp. Legokpeundeuy RT.01 RW.02,Sumurbandung,Cipatat,-6.774300000000,107.431900000000,75,58,133,7,2
SD NEGERI LEMAHSARI,20205804,SD,Negeri,Kp.cipadung,Singajaya,Cihampelas,-6.950200000000,107.479800000000,60,35,95,6,2
SD NEGERI LEMBANG,20205803,SD,Negeri,Kp. Poponcol Rt.01 Rw.07,Mukapayung,Cililin,-6.987100000000,107.464700000000,90,82,172,6,3
SD NEGERI LEMBURSAWAH,20205662,SD,Negeri,Kp.cilambuuh,Mekarjaya,Cihampelas,-6.922000000000,107.453300000000,59,48,107,7,3
SD NEGERI LITAJAYA,20205633,SD,Negeri,Kp.cipanji,Cihampelas,Cihampelas,-6.928000000000,107.483300000000,125,147,272,14,2
SD NEGERI LITASEMBADA,20205630,SD,Negeri,Jl.raya Sukatani No.3,Cililin,Cililin,-6.953200000000,107.464700000000,112,106,218,7,1
SD NEGERI MANDALASARI,20205247,SD,Negeri,Jl. Desa Mandalasari No.33,Mandalasari,Cipatat,-6.824100000000,107.339000000000,191,185,376,14,2
SD NEGERI MANDALAWANGI,20205697,SD,Negeri,Kp Pabuaran RT.03 RW.13,Mandalawangi,Cipatat,-6.833300000000,107.330000000000,165,150,315,12,3
SD NEGERI MANGGAH,20205708,SD,Negeri,Kp. Manggah RT.02 RW.07,Kertamukti,Cipatat,-6.815300000000,107.381300000000,119,97,216,6,2
SD NEGERI MANOKO,20205700,SD,Negeri,Jl. Manoko,Cikahuripan,Lembang,-6.807800000000,107.612200000000,145,126,271,10,3
SD NEGERI MARGA MULYA,20205130,SD,Negeri,Jl. Somawinata Kampung Kebon Kalapa  RT.11 RW.16,Tanimulya,Ngamprah,-6.859300000000,107.530800000000,95,106,201,7,5
SD NEGERI MARGAASIH,20205160,SD,Negeri,Kp. Margaluyu RT.03 RW.10,Kertamukti,Cipatat,-6.821900000000,107.380500000000,39,38,77,6,3
SD NEGERI MARGAASIH,20205161,SD,Negeri,Kp. Cijamil   RT.01 RW.16,Cilame,Ngamprah,-6.817900000000,107.394100000000,133,110,243,8,4
SD NEGERI MARGAHURIP,20205169,SD,Negeri,Kp. Pamipiran,Buninagara,Sindangkerta,-7.040400000000,107.450300000000,60,53,113,8,4
SD NEGERI MARGAJAYA,20205168,SD,Negeri,Jl. Cilame No.71 RT.04 RW.05,Margajaya,Ngamprah,-6.858400000000,107.505400000000,218,189,407,15,2
SD NEGERI MARGALAKSANA,20205166,SD,Negeri,Kp. Margalaksana RT.03 RW.03,Kertamukti,Cipatat,-6.807800000000,107.390000000000,35,34,69,8,1
SD NEGERI MARGALAKSANA,20205167,SD,Negeri,Kp. Margalaksana,Margalaksana,Cipeundeuy,-6.744100000000,107.348100000000,65,52,117,9,3
SD NEGERI MARGALUYU,20205135,SD,Negeri,Jl. Raya Citatah KM. 30,Citatah,Cipatat,-6.807000000000,107.325600000000,130,95,225,7,2
SD NEGERI MARGAMEKAR,20205134,SD,Negeri,Kp.Cihamirung,Mekarjaya,Cihampelas,-6.910700000000,107.450000000000,141,140,281,12,3
SD NEGERI MARGAMULYA,20205131,SD,Negeri,Kp. Pareang RT.01 RW.11,Wangunsari,Sindangkerta,-7.055300000000,107.419700000000,48,36,84,4,2
SD NEGERI MARGARAHAYU,20205138,SD,Negeri,Kp. Sudimampir Rt.02 Rw.20,Cempakamekar,Padalarang,-6.808800000000,107.458500000000,107,104,211,8,2
SD NEGERI MAROKO,20205147,SD,Negeri,Kp.Maroko,Mekarjaya,Cihampelas,-6.906600000000,107.438200000000,92,85,177,8,4
SD NEGERI MEKAR RAHAYU,20205205,SD,Negeri,Kp. Manglayang  RT.02 RW.03,Cihanjuang Rahayu,Parongpong,-6.830100000000,107.571700000000,87,81,168,8,2
SD NEGERI MEKARASIH,20205201,SD,Negeri,Kp.Sareuni,Mekarjaya,Cihampelas,-6.912200000000,107.441600000000,130,126,256,11,4
SD NEGERI MEKARJAYA,20205212,SD,Negeri,Jl. PTPN Perkebunan Pangheotan Kamp. Nyondol RT 02 RW 08,Cempakamekar,Padalarang,-6.796300000000,107.462300000000,73,82,155,8,2
SD NEGERI MEKARJAYA,20205213,SD,Negeri,Kp. Seketando RT. 02 RW. 14,Cangkorah,Batujajar,-6.886900000000,107.471800000000,111,96,207,4,3
SD NEGERI MEKARLAKSANA,20205185,SD,Negeri,KP. Nagrak RT 02 RW 08,Margalaksana,Cipeundeuy,6.727100000000,107.334800000000,107,104,211,8,2
SD NEGERI MEKARSARI,20205195,SD,Negeri,PASIRASTANA RT 02/03,Cangkorah,Batujajar,-6.892500000000,107.484600000000,108,125,233,7,1
SD NEGERI MEKARSARI,20205186,SD,Negeri,Kp. Cigarung RT.01 RW.01,Mekarsari,Cipongkor,-6.939900000000,107.365900000000,32,49,81,7,3
SD NEGERI MEKARSARI,20205176,SD,Negeri,KP. SELAJAMBE RT.04 RW.13,Citatah,Cipatat,-6.856800000000,107.417200000000,61,52,113,6,1
SD NEGERI MEKARWANGI,20205192,SD,Negeri,Kp. Buniwangi,Mekarwangi,Lembang,-6.850200000000,107.630000000000,63,59,122,8,3
SD NEGERI MERDEKA,20205075,SD,Negeri,Jl. Peneropongan Bintang,Gudangkahuripan,Lembang,-6.822900000000,107.612500000000,137,144,281,10,2
SD NEGERI MUNGGANG SALUYU,20205053,SD,Negeri,JL SUKAMULUS NO 1,Cigugur Girang,Parongpong,-6.839700000000,107.583300000000,151,149,300,10,1
SD NEGERI NAGRAK,20205074,SD,Negeri,Kp. Nagrak,Sukajaya,Lembang,-6.803200000000,107.598100000000,207,181,388,12,3
SD NEGERI NANGELA,20205037,SD,Negeri,Kp. Weninggalih,Weninggalih,Sindangkerta,-7.019100000000,107.382300000000,95,83,178,7,1
SD NEGERI NANGGERANG,20205032,SD,Negeri,Kp.Nanggerang,Nanggerang,Cililin,-7.016800000000,107.462000000000,41,28,69,8,1
SD NEGERI NEGLAJAYA,20205044,SD,Negeri,Jl.Neglajaya RT.03 RW.12,Tagogapu,Padalarang,-6.816000000000,107.475600000000,97,101,198,7,3
SD NEGERI NEGLASARI,20205106,SD,Negeri,JL. GANDASOLI RT.01 RW.09,Margalaksana,Cipeundeuy,-6.741600000000,107.343100000000,113,114,227,7,5
SD NEGERI NEGLASARI,20205101,SD,Negeri,Kp. Cicangkuang Rt 03 / 08,Giriasih,Batujajar,-6.900100000000,107.500800000000,188,168,356,14,3
SD NEGERI NEGLASARI,20205105,SD,Negeri,Kp. Selagombong RT.05 RW.09,Mandalamukti,Cikalongwetan,-6.739200000000,107.454000000000,62,69,131,8,3
SD NEGERI NEGLASARI,20205104,SD,Negeri,Jl. Raya Gununghalu No.610 RT.03 RW.16,Gununghalu,Gununghalu,-7.058900000000,107.353600000000,130,125,255,11,2
SD NEGERI NEGLASARI,20205043,SD,Negeri,KP. KATULAMPA RT.04 RW.08,Baranangsiang,Cipongkor,-6.896400000000,107.335900000000,57,44,101,4,2
SD NEGERI NGAMPRAH KIDUL,20205100,SD,Negeri,Jl. Desa Ngamprah RT.04 RW.03,Ngamprah,Ngamprah,-6.830900000000,107.502100000000,90,83,173,7,4
SD NEGERI NUGRAHA,20205085,SD,Negeri,Kp. Bojong Asih RT.01 RW.10,Cikalong,Cikalongwetan,-6.725900000000,107.419800000000,172,182,354,15,1
SD NEGERI NURUL SALAM,20227547,SD,Negeri,Kp. Kawung Luwuk RT.1 RW.1,Sukamanah,Rongga,-6.988000000000,107.278300000000,49,60,109,6,2
SD NEGERI PABUARAN,20205097,SD,Negeri,Kp. Pabuaran Rt.01 Rw.01,Mandalawangi,Cipatat,-6.832900000000,107.330100000000,143,114,257,12,3
SD NEGERI PADAKATI,20205090,SD,Negeri,Jl. AMD Manunggal 50 No.85A,Cibenda,Cipongkor,-6.941000000000,107.323800000000,194,157,351,12,3
SD NEGERI PADAMEKAR,20205356,SD,Negeri,Kp. Gunung Gadung RT.03/06,Nanggerang,Cililin,-7.020900000000,107.465400000000,52,37,89,8,1
SD NEGERI PAGERMANEUH,20205347,SD,Negeri,Kp. Pagermaneuh,Pagerwangi,Lembang,-6.842200000000,107.621800000000,139,119,258,12,2
SD NEGERI PAKUHAJI,20205324,SD,Negeri,Kp. Pakuhaji  RT.02 RW.07,Pakuhaji,Ngamprah,-6.826900000000,107.540400000000,168,141,309,10,2
SD NEGERI PAKUSARAKAN,20205323,SD,Negeri,"Jl. Somawinata I, Kp. Kebon Kalapa  RT.07 RW.16",Tanimulya,Ngamprah,-6.859400000000,107.530800000000,273,234,507,19,3
SD NEGERI PALASARI,20205342,SD,Negeri,Kp. Palasari RT/RW. 01/07,Sukamanah,Rongga,-6.972600000000,107.310700000000,42,43,85,5,4
SD NEGERI PALASARI,20205341,SD,Negeri,Kp.Palasari RT.01 RW.07,Cintaasih,Cipongkor,-6.971600000000,107.312300000000,77,55,132,6,3
SD NEGERI PAMEDARHARTI,20205404,SD,Negeri,Kp. Pasirmuncang,Cicangkang Girang,Sindangkerta,-7.007700000000,107.381800000000,105,96,201,8,1
SD NEGERI PAMEUNGPEUK,20205401,SD,Negeri,Jl. Pasirhalang No.28,Pasirhalang,Cisarua,-6.816300000000,107.546200000000,226,206,432,13,1
SD NEGERI PAMUCATAN,20205410,SD,Negeri,Jalan Raya Pamucatan 130 Rt 04 Rw 09,Ciburuy,Padalarang,-6.831500000000,107.459300000000,104,91,195,6,1
SD NEGERI PANARUBAN,20205380,SD,Negeri,Kp. Panaruban  RT.05 RW.12,Bojongkoneng,Ngamprah,-6.816300000000,107.491000000000,117,100,217,8,1
SD NEGERI PANARUBAN,20205381,SD,Negeri,KP. Cangkuang Rt 04 Rw 02,Karanganyar,Cililin,-6.935100000000,107.389400000000,89,71,160,8,2
SD NEGERI PANCASILA,20205378,SD,Negeri,Jl. Peneropongan Bintang No.52,Gudangkahuripan,Lembang,-6.822100000000,107.612700000000,292,299,591,22,5
SD NEGERI PANGGELARBUDI,20227549,SD,Negeri,Kp. Ciwidara,Wangunsari,Sindangkerta,-7.027900000000,107.408300000000,33,39,72,8,1
SD NEGERI PANGHEGAR,20205259,SD,Negeri,Kp. Kadudampit RT.03 RW.03,Cisomang Barat,Cikalongwetan,-6.723300000000,107.450100000000,133,100,233,9,3
SD NEGERI PANGHEOTAN,20205258,SD,Negeri,Kp. Pangheotan RT.01 RW.06,Ganjarsari,Cikalongwetan,-6.755000000000,107.486200000000,41,26,67,6,2
SD NEGERI PANYAIRAN 01,20205268,SD,Negeri,Jl. Cigugur Girang No.18  RT.02 RW.02,Cigugur Girang,Parongpong,-6.812400000000,107.588400000000,123,142,265,14,3
SD NEGERI PAOJANSARI,20205232,SD,Negeri,Kp.leuweunggede,Situwangi,Cihampelas,-6.957700000000,107.510100000000,230,199,429,12,1
SD NEGERI PARAKANKOPO,20205227,SD,Negeri,Kp. Cikokosan RT 002 RW 002,Kertamukti,Cipatat,-6.813200000000,107.395300000000,91,69,160,8,2
SD NEGERI PARATAG,20205236,SD,Negeri,Kp. Paratag RT.01 RW.21,Gununghalu,Gununghalu,-7.041100000000,107.314000000000,96,82,178,7,1
SD NEGERI PAREANGKOLOT,20205237,SD,Negeri,Jl. Desa Mandalasari No. 26,Mandalasari,Cipatat,-6.826500000000,107.331700000000,133,118,251,5,2
SD NEGERI PASEGAN,20205316,SD,Negeri,Kp. Pasegan RT.03 RW.17,Cipatat,Cipatat,-6.856100000000,107.405900000000,52,46,98,7,1
SD NEGERI PASIR HAUR,20205311,SD,Negeri,Kp. Pasir Haur,Bojongkoneng,Ngamprah,-6.812300000000,107.502000000000,127,106,233,7,3
SD NEGERI PASIR HUNI,20205310,SD,Negeri,Jalan Cimenteng,Cimanggu,Ngamprah,-6.813700000000,107.523000000000,68,37,105,7,1
SD NEGERI PASIRAJAG,20205277,SD,Negeri,Kp Sempurbajeg RT.01 RW.03,Cicangkang Hilir,Cipongkor,-6.967700000000,107.411700000000,88,84,172,6,2
SD NEGERI PASIRBANTENG,20205274,SD,Negeri,Kp. Cibanteng RT.01 RW.05,Citalem,Cipongkor,-6.955400000000,107.393200000000,111,112,223,7,3
SD NEGERI PASIRCALUNG,20205295,SD,Negeri,Jl. Desa Cipada No. 30,Cipada,Cisarua,-6.795700000000,107.523900000000,104,118,222,5,2
SD NEGERI PASIRDADALI,20205294,SD,Negeri,Kp Cihuni RT.03 RW.06,Citalem,Cipongkor,-6.958000000000,107.380100000000,64,56,120,5,4
SD NEGERI PASIRHALANG,20205293,SD,Negeri,Kp. Pasirhalang RT.03 RW.14,Mandalamukti,Cikalongwetan,-6.752100000000,107.458600000000,92,98,190,8,2
SD NEGERI PASIRIPIS,20205833,SD,Negeri,Kp. Pasiripis,Jayagiri,Lembang,-6.799300000000,107.618700000000,57,60,117,4,4
SD NEGERI PASIRKALAPA,20206360,SD,Negeri,Kp.Pasirkalapa,Situwangi,Cihampelas,-6.966200000000,107.508300000000,64,75,139,7,3
SD NEGERI PASIRKALIKI,20206359,SD,Negeri,Kp. Pasirkaliki,Ranca Senggang,Sindangkerta,-7.025500000000,107.409600000000,41,30,71,6,0
SD NEGERI PASIRLEMU,20206374,SD,Negeri,Kp. Pasirlemu RT.01 RW.01,Gununghalu,Gununghalu,-7.031700000000,107.308800000000,119,89,208,8,3
SD NEGERI PASIRMUNCANG,20227553,SD,Negeri,Jl. Raya Cigugur Girang No. 234 Kp. Pangsor RT 03 RW 07,Cigugur Girang,Parongpong,-6.838300000000,107.585100000000,116,115,231,10,3
SD NEGERI PASIRPANJANG,20206353,SD,Negeri,Jl.raya Pasirpanjang RT.06 RW.01,Rancapanggung,Cililin,-6.974300000000,107.435600000000,95,104,199,7,1
SD NEGERI PASIRPULUS KULON,20206330,SD,Negeri,Kp. Cikande,BOJONG HALEUANG,Saguling,-6.868100000000,107.443700000000,40,32,72,6,2
SD NEGERI PASIRSEREH,20206339,SD,Negeri,Kp. Pasirsereh,Mukapayung,Cililin,-6.997700000000,107.471600000000,118,102,220,10,3
SD NEGERI PASIRTARASI,20206340,SD,Negeri,Jl. Cikaracak RT.02 RW.03,Cijambu,Cipongkor,-6.917900000000,107.340500000000,74,78,152,8,2
SD NEGERI PASIRWANGI,20206350,SD,Negeri,Kp. Pasirwangi,Gudangkahuripan,Lembang,-6.824700000000,107.600900000000,161,158,319,11,1
SD NEGERI PATROL,20206346,SD,Negeri,Kp. Patrol RT.05 RW.06,Puteran,Cikalongwetan,-6.710400000000,107.384700000000,66,48,114,6,1
SD NEGERI PUNCAKSARI,20206400,SD,Negeri,Jl. Raya Puncaksari,Puncaksari,Sindangkerta,-6.990100000000,107.394100000000,78,68,146,8,1
SD NEGERI PUSPAENDAH,20206379,SD,Negeri,Kp. Angkum  RT.03/RW.07,Sirnajaya,Gununghalu,-7.006400000000,107.307500000000,59,39,98,7,3
SD NEGERI PUSPAINDAH,20206380,SD,Negeri,Kp. LebakmuncangRT.2RW.3,Sukamanah,Rongga,-6.982500000000,107.292100000000,79,68,147,8,1
SD NEGERI RAHAYU,20206398,SD,Negeri,Kp Tugu RT.02 RW.14,Ciharashas,Cipeundeuy,-6.738800000000,107.391900000000,77,67,144,7,3
SD NEGERI RANCABENTANG,20206259,SD,Negeri,Kp. Rancabentang RT. 001 RW. 022,Rajamandala Kulon,Cipatat,-6.823400000000,107.357700000000,86,77,163,6,3
SD NEGERI RANCAIRUNG 4,20206231,SD,Negeri,Kp. Sukaguna,Mekarjaya,Cihampelas,-6.918000000000,107.449700000000,123,104,227,9,3
SD NEGERI RANCAIRUNG 5,20206230,SD,Negeri,Kp.Ciajag,Tanjungjaya,Cihampelas,-6.923700000000,107.415000000000,42,48,90,7,1
SD NEGERI RANCASENGGANG,20206322,SD,Negeri,Kp. Rancasenggang,Ranca Senggang,Sindangkerta,-7.001500000000,107.417000000000,32,49,81,6,3
SD NEGERI RAWASARI,20206286,SD,Negeri,Kp. Cipongporang RT.02 RW.09,Nyenang,Cipeundeuy,-6.741000000000,107.346000000000,74,62,136,7,3
SD NEGERI RENDEH,20206284,SD,Negeri,Jl. Raya Kp Rende  RT.02 RW.02,Rende,Cikalongwetan,-6.735900000000,107.400600000000,207,200,407,14,2
SD NEGERI RENDEHKIDUL,20206283,SD,Negeri,Jl. Pinangsiang RT.02 RW.12,Rende,Cikalongwetan,-6.738300000000,107.393500000000,119,101,220,8,2
SD NEGERI RIMBAKARYA,20206289,SD,Negeri,Kp Citembong,Margaluyu,Cipeundeuy,-6.794500000000,107.316100000000,90,74,164,8,2
SD NEGERI RONGGA.,20206299,SD,Negeri,Jl.pembangunan,Cihampelas,Cihampelas,-6.951000000000,107.502800000000,204,198,402,15,3
SD NEGERI SAAPAN,20206296,SD,Negeri,Jl.Raya Cipatik,Cipatik,Cihampelas,-6.935300000000,107.504300000000,169,180,349,13,2
SD NEGERI SADANG,20206295,SD,Negeri,Kp. Cikadu RT 003 RW 014,Ciburuy,Padalarang,-6.828600000000,107.467400000000,96,76,172,4,1
SD NEGERI SADARGALIH,20206294,SD,Negeri,Kp.cintakarya,Citapen,Cihampelas,-6.941800000000,107.498100000000,285,271,556,16,2
SD NEGERI SALAMPRAJA,20206573,SD,Negeri,Kp. Pangalengan RT.02 RW.03,Tenjolaut,Cikalongwetan,-6.702400000000,107.413300000000,80,78,158,6,2
SD NEGERI SAMPIHMANGGU,20206554,SD,Negeri,Kp. Sampihmanggu,Cangkorah,Batujajar,-6.893500000000,107.475700000000,116,100,216,8,2
SD NEGERI SARIMUKTI,20206566,SD,Negeri,Jl. Cirata KM.03 Kp. Jati RT.01 RW.01,Sarimukti,Cipatat,-6.814300000000,107.343500000000,98,113,211,6,2
SD NEGERI SARINAGEN,20206548,SD,Negeri,Kp Ciakar RT.02 RW.07,Sarinagen,Cipongkor,-6.935300000000,107.359200000000,70,63,133,5,4
SD NEGERI SARIWANGI,20258101,SD,Negeri,Jl.Sariwangi Raya No.129A RT.05 RW.09,Sariwangi,Parongpong,-6.863400000000,107.570000000000,293,295,588,19,2
SD NEGERI SASAK SAAT,20206547,SD,Negeri,Jl. Raya Purwakarta Km 29,Sumurbandung,Cipatat,-6.784100000000,107.434700000000,44,41,85,8,1
SD NEGERI SASAKSENG,20206533,SD,Negeri,Kp Cirawa RT.02 RW.14,Cirawamekar,Cipatat,-6.814400000000,107.421400000000,110,114,224,7,1
SD NEGERI SELACAU,20206539,SD,Negeri,Kp. Selacau RT 01 Rw 06,Selacau,Batujajar,-6.932500000000,107.508700000000,255,236,491,14,5
SD NEGERI SELAENDAH,20206540,SD,Negeri,Kp. Selacau  RT.01 RW.08,Sadangmekar,Cisarua,-6.793200000000,107.486700000000,113,114,227,7,2
SD NEGERI SELAKOPI,20206538,SD,Negeri,Kp. Selakopi,Cihampelas,Cihampelas,-6.912800000000,107.459900000000,92,86,178,7,1
SD NEGERI SELAKUNING,20206537,SD,Negeri,Kp. Selakuning RT.02 RW.02,Mekarjaya,Cikalongwetan,-6.778900000000,107.486000000000,100,114,214,7,0
SD NEGERI SINARJAYA,20206610,SD,Negeri,Blok Sinarjaya RT/RW. 03/15,Batujajar Barat,Batujajar,-6.923900000000,107.494700000000,267,239,506,16,3
SD NEGERI SINARSALUYU,20206620,SD,Negeri,"Kp. Cipeundeuy, RT 02 RW 04",JATI,Saguling,-6.868400000000,107.483700000000,68,59,127,6,3
SD NEGERI SINDANGLAYA,20206616,SD,Negeri,Kp. Jajaway RT.01 RW.05,Mekarsari,Cipongkor,-6.945200000000,107.374500000000,51,43,94,8,2
SD NEGERI SINDANGPALAY,20206614,SD,Negeri,JL. SIRNARAJA RT.02 RW.09,Sirnaraja,Cipeundeuy,-6.773200000000,107.381400000000,71,92,163,6,2
SD NEGERI SINDANGPALAY,20206613,SD,Negeri,Kp. Sindangpalay RT.03 RW.01,Cilangari,Gununghalu,-7.031900000000,107.235300000000,85,73,158,7,1
SD NEGERI SINDANGRASA,20206598,SD,Negeri,Kp. Bongkok RT.01 RW.15,Mekarjaya,Cikalongwetan,-6.771100000000,107.469700000000,86,47,133,6,2
SD NEGERI SINDANGSARI,20206582,SD,Negeri,JL. MELATI PERUM CIAMPEL INDAH,Laksanamekar,Padalarang,-6.880800000000,107.503500000000,182,195,377,12,2
SD NEGERI SINDANGSARI,20206584,SD,Negeri,Jl. Sindangsari  RT.01 RW.06,Cimareme,Ngamprah,-6.865600000000,107.512300000000,94,89,183,8,3
SD NEGERI SINDANGSARI,20206597,SD,Negeri,Kp. Sindangpalay RT.2 RW.12,Bojong,Rongga,-6.982000000000,107.272700000000,74,57,131,7,4
SD NEGERI SINDANGSARI,20206583,SD,Negeri,Jl. Raya Bandung Cianjur Km 28,Citatah,Cipatat,-6.829700000000,107.411000000000,105,94,199,8,1
SD NEGERI SIRNAGALIH,20206474,SD,Negeri,Jl. Giok IV Rawa Pojok RT.02 RW.06,Tanimulya,Ngamprah,-6.860700000000,107.520700000000,325,296,621,25,2
SD NEGERI SIRNAGALIH,20206574,SD,Negeri,Kp.sinargalih RT.01/06,Wangunsari,Sindangkerta,-7.031900000000,107.420000000000,52,35,87,6,2
SD NEGERI SIRNAGALIH,20206609,SD,Negeri,Kp. Cicau RT.03 RW.06 Desa Sirnagalih,Sirnagalih,Cipongkor,-6.916300000000,107.332900000000,196,207,403,17,4
SD NEGERI SIRNAGALIH,20206587,SD,Negeri,Kp. Balong RT.02 RW.04 Desa Bongas,Bongas,Cililin,-6.955200000000,107.430800000000,63,39,102,8,1
SD NEGERI SIRNASARI,20206455,SD,Negeri,Kp. Bunder RT.01 RW.04,Karangsari,Cipongkor,-6.970100000000,107.346900000000,94,87,181,7,4
SD NEGERI SIRNASARI,20206457,SD,Negeri,KP. Sirnasari RT.04 RW.02,Bunijaya,Gununghalu,-7.010500000000,107.276300000000,93,97,190,8,2
SD NEGERI SITUBOLANG,20206452,SD,Negeri,Kp. Situbolang,Margajaya,Ngamprah,-6.856200000000,107.501500000000,68,72,140,6,1
SD NEGERI SITUWANGI,20206462,SD,Negeri,Kp.situwangi,Situwangi,Cihampelas,-6.954200000000,107.510100000000,154,154,308,13,0
SD NEGERI SUDIMAMPIR,20206428,SD,Negeri,Kp. Pasir Tugu RT.04 RW.02,Wargasaluyu,Gununghalu,-7.018600000000,107.327800000000,63,45,108,7,2
SD NEGERI SUGIHARTI,20206436,SD,Negeri,Kp. Cibadak,Nanggerang,Cililin,-7.015200000000,107.466500000000,53,60,113,8,3
SD NEGERI SUKABETAH,20206442,SD,Negeri,Jl.PLTA Cirata Km.1 Sukabetah RT.01 RW.11,Ciharashas,Cipeundeuy,-6.731500000000,107.388700000000,82,83,165,7,3
SD NEGERI SUKAHURIP,20206510,SD,Negeri,Jl. Cigugurgirang  RT.01 RW.03,Cigugur Girang,Parongpong,-6.822500000000,107.586200000000,122,114,236,9,2
SD NEGERI SUKAJADI,20206511,SD,Negeri,Kp. Sukajadi,Cicangkang Girang,Sindangkerta,-7.003500000000,107.390800000000,167,138,305,9,2
SD NEGERI SUKAJAYA,20206519,SD,Negeri,Jl. Kolonel Masturi No. 95,Sukajaya,Lembang,-6.808800000000,107.597500000000,161,145,306,16,2
SD NEGERI SUKAMAJU,20206484,SD,Negeri,KP. SUKAMAJU NO. 22 RT. 03/06,Padalarang,Padalarang,-6.841800000000,107.478200000000,166,189,355,14,1
SD NEGERI SUKAMAJU,20206514,SD,Negeri,Jl. Desa Cilame No.20 RT.01 RW.02,Cilame,Ngamprah,-6.854600000000,107.517700000000,355,323,678,26,3
SD NEGERI SUKAMAJU,20206485,SD,Negeri,Blok Sukamaju,Batujajar Barat,Batujajar,-6.920900000000,107.488000000000,112,93,205,8,2
SD NEGERI SUKAMANAH,20206492,SD,Negeri,Kp. Sukamanah,Cicangkang Girang,Sindangkerta,-6.997600000000,107.384400000000,111,114,225,7,1
SD NEGERI SUKAMANAH,20206493,SD,Negeri,KP. Cikawung RT.4 RW.10,Sukamanah,Rongga,-6.994600000000,107.284600000000,100,94,194,8,1
SD NEGERI SUKAMANAH,20206497,SD,Negeri,Kp. Pasirkadu Rt. 01 Rw. 08,Mukapayung,Cililin,-6.982809000000,107.461160000000,72,72,144,8,3
SD NEGERI SUKAMULYA,20205971,SD,Negeri,Jl. Sukamulya  RT.02 RW.04,Cihideung,Parongpong,-6.837500000000,107.591700000000,141,142,283,10,2
SD NEGERI SUKASARI,20206008,SD,Negeri,Sukasari,Galanggang,Batujajar,-6.911200000000,107.474600000000,226,229,455,14,2
SD NEGERI SUKASARI,20206014,SD,Negeri,Kp. Sukarame RT.06 RW.02,Ciptaharja,Cipatat,-6.832500000000,107.366100000000,47,57,104,8,1
SD NEGERI SUKASARI,20206018,SD,Negeri,JL. CIPEUTI,Tanjungwangi,Cihampelas,-6.966900000000,107.495400000000,62,60,122,8,3
SD NEGERI SUKASARI,20206015,SD,Negeri,KP. Pasirpitak RT.02 RW.13,Sukasari,Gununghalu,-6.996600000000,107.339700000000,54,59,113,9,1
SD NEGERI SUKASIRNA,20206023,SD,Negeri,Jl. Terusan Sersan Bajuri No.34,Cihideung,Parongpong,-6.811500000000,107.594100000000,85,82,167,8,2
SD NEGERI SUMBERARUM,20205988,SD,Negeri,Kp. Cicariu RT.02  RW.14,Sirnajaya,Gununghalu,-7.027800000000,107.295700000000,94,81,175,7,1
SD NEGERI SUMBERARUM,20205987,SD,Negeri,KP. PASIRLAME,Cikadu,Sindangkerta,-7.005600000000,107.428900000000,74,51,125,8,4
