Nama Satuan Pendidikan,NPSN,Bentuk Pendidikan,Status Sekolah,Alamat,Desa,Kecamatan,Lintang,Bujur,PD_L,PD_P,PD_Total,Guru,Tendik
KB Bina insan ceria,69835772,KB,Swasta,Kp. Cipali RT.03 RW.10,Cibitung,Rongga,-6.995009500000,107.256068800000,46,44,90,3,0
KB BINA MULIA MANDIRI,69836024,KB,Swasta,Permata Blok P 8 no 12 A,Tanimulya,Ngamprah,-6.862400000000,107.519500000000,3,3,6,0,1
KB BINA SATRIA,69968740,KB,Swasta,Kp. Pasircalung  RT.02 RW.07,Cipada,Cisarua,-6.788435000000,107.528136000000,20,21,41,0,1
KB BINAKARYA,69836080,KB,Swasta,NYENANG,Nyenang,Cipeundeuy,-6.444500000000,107.211100000000,9,12,21,2,2
KB BUDI MEKAR,69916592,KB,Swasta,KP. CIKAWATI RT.03 RW.02,Pakuhaji,Ngamprah,-6.852546000000,107.530642000000,11,18,29,2,1
KB BUNDA ASRI,69836007,KB,Swasta,KP. NEGLASARI RT.01 RW.13,Tagogapu,Padalarang,-6.827953100000,107.465746900000,20,18,38,7,1
KB BUNDA FLORIA,69982370,KB,Swasta,JL. Mekarwangi No.107 RT.01 RW.09,Sariwangi,Parongpong,-6.810044900000,107.578147100000,12,8,20,1,1
KB CAHAYA BINTANG,69942927,KB,Swasta,"Jl. Maribaya No.1, Ruko Central Lembang Blok B-6 Kec. Lembang Kabupaten Bandung",Jayagiri,Lembang,-5.443757000000,114.421127000000,0,0,0,0,1
KB CAHAYA BUNDA,69954123,KB,Swasta,Kampung Sukamulya Rt. 04 Rw. 02,Puteran,Cikalongwetan,-6.717066000000,107.394206000000,26,30,56,0,1
KB CAHAYA HATI,69916602,KB,Swasta,KP. TEGAL KONENG RT.05/05,Buninagara,Sindangkerta,-7.012181000000,107.430299000000,7,17,24,1,2
KB CALAKAN,69940490,KB,Swasta,Kp. Ciburial RT 02 RW 05,Cibogo,Lembang,-6.811400000000,107.637200000000,38,26,64,2,1
KB CEMPAKA PUTIH,69835972,KB,Swasta,KP. KIARA MARGALUYU RT. 01 RW. 12,Mandalasari,Cipatat,-6.825108000000,107.335911000000,11,12,23,2,1
KB CENDRAWASIH,69835766,KB,Swasta,Kp. Babakan Talang  RT.03 RW.01,Cibedug,Rongga,-6.951300000000,107.304500000000,13,18,31,2,2
KB CERDIK,69917027,KB,Swasta,"Kp, nyomplong Rt.02/17",Rajamandala Kulon,Cipatat,-6.833204000000,107.352734000000,17,24,41,2,1
KB CERMAT,69835955,KB,Swasta,RAYA CIMERANG RT.01 RW 12,Citatah,Cipatat,-6.848164300000,107.375203800000,30,45,75,3,1
KB CIKAL GEMILANG,69928934,KB,Swasta,Jl. Raya Gadobangkong No.167 B Depan Pusdikter,Cimareme,Ngamprah,-6.861981000000,107.501836000000,10,11,21,2,3
KB CIWANGUN SEJAHTERA,69921204,KB,Swasta,Kp. Cisauheun RT.03 RW.03,Sukahaji,Cipeundeuy,-6.802974500000,107.316538700000,11,13,24,2,1
KB DAARUL HUDA,69891542,KB,Swasta,CIKIRAY HILIR RT.O1 RW.14,Nanggeleng,Cipeundeuy,-6.747800000000,107.348600000000,11,11,22,3,1
KB DAARUSSALAM,69891481,KB,Swasta,Kp. Ciceuri RT.03 RW.09,Cibedug,Rongga,-7.004200000000,107.253000000000,12,10,22,2,0
KB DAHLIA,69836040,KB,Swasta,POJOK TENGAH,Cikahuripan,Lembang,-6.827187000000,107.655885800000,16,11,27,3,1
KB DARUL AMANAH,69975260,KB,Swasta,Kp. Pasir gombong RT 02 RW 06 Des. Girimukti,Girimukti,Cipongkor,-6.941400000000,107.349100000000,44,28,72,3,0
KB DARUL HIDAYAH,69835895,KB,Swasta,KP. MAROKO RT.06 RW.01,Mekarjaya,Cihampelas,-6.933290800000,107.499794500000,10,16,26,2,1
KB DEWI SRI,69835919,KB,Swasta,JL. SMP Gg. PAUD,Batujajar Barat,Batujajar,-6.906798800000,107.459070400000,5,9,14,2,1
KB DOA IBU,69836008,KB,Swasta,Kp. Nyondol RT.02 RW.08,Cempakamekar,Padalarang,-6.790300000000,107.464100000000,9,15,24,3,2
KB EAGLE,69935228,KB,Swasta,Jl. Baru Adjak No. 194B Rt.04 Rw.06,Lembang,Lembang,-6.792468600000,107.644540000000,8,5,13,2,1
KB ESHAL DALIA,69836245,SPS,Swasta,GIRIMULYA,Selacau,Batujajar,-6.923464100000,107.500333300000,12,8,20,1,1
KB FATHUR RAHMAN,69916647,KB,Swasta,"JL. H GOFUR, KOMP GRAHA BUKIT RAYA 3 B-1 RT.08/25",Cilame,Ngamprah,-6.854307000000,107.522925000000,10,3,13,3,1
KB FIRDAUS PERCIKAN IMAN,69933227,KB,Swasta,Jl. Bukit Firdaus No. 9 Komp. Gerlong Permai,Ciwaruga,Parongpong,-5.443757000000,114.421127000000,10,7,17,1,2
KB GEGER SUNTEN,69836045,KB,Swasta,KP CIBODAS,Suntenjaya,Lembang,-6.828500000000,107.697700000000,26,18,44,2,0
KB GIFFARY,69976802,KB,Swasta,KP. CITALIO RT 04 RW 06,Jambudipa,Cisarua,-6.800156600000,107.555368500000,18,22,40,3,1
KB HARAPAN,69939301,KB,Swasta,Kp. Panyusuhan Rt.05 Rw.04,Weninggalih,Sindangkerta,-7.020423900000,107.434965600000,21,31,52,2,2
KB HARAPAN IBU,69891536,KB,Swasta,Kp. Citespong Rt.02 Rw.02,Sukajaya,Lembang,-6.808198800000,107.723296500000,6,12,18,1,1
KB IHYAULBARKAH,69835931,KB,Swasta,KP. BBK RANCABENTANG RT.02 RW.02,Rajamandala Kulon,Cipatat,-6.822728000000,107.355993000000,15,20,35,2,1
KB INSAN MANDIRI,69979958,KB,Swasta,Kp. Pamucatan Rt 03/09,Ciburuy,Padalarang,-6.820436000000,107.466350000000,16,15,31,3,0
KB KAMPUNG BELAJAR,69835970,KB,Swasta,KP. BUNGUR RT. 02 RW. 09,Mandalasari,Cipatat,-6.833334700000,107.395552500000,13,18,31,2,1
KB KARYA NUGRAHA,69835937,KB,Swasta,PERUM GRIYA SUKARAME ASRI BLOK E. No. 11-12,Ciptaharja,Cipatat,-6.832700000000,107.369500000000,33,25,58,3,1
KB KASIH IBU,69835993,KB,Swasta,KP. CIJEUNGJING NO. 66 RT. 03 /21,Kertamulya,Padalarang,-6.853718000000,107.485592000000,6,5,11,1,1
KB KEMILAU ZAMAN,69982505,KB,Swasta,JL. CIHANJUANG KP. CIBALIGO NO. 19 RT 02 RW 14,Cihanjuang,Parongpong,-6.850995900000,107.574742400000,0,0,0,null,null
KB KHADIJAH,69836063,KB,Swasta,KP Babakan Cikiray RT 01 RW 13,Nanggeleng,Cipeundeuy,-6.763798800000,107.374913500000,29,24,53,2,1
KB KHAIRUNNISA,69891524,KB,Swasta,Kp. Ciruman RT. 02 RW. 02,Rajamandala Kulon,Cipatat,-6.838040200000,107.333632100000,9,21,30,2,1
KB Lulu Galby,69968593,KB,Swasta,Kp. Cicalengka Rt.06 Rw.04,Mekarmukti,Cihampelas,-6.924872600000,107.468476300000,22,17,39,2,1
KB MANDIRI,69922245,KB,Swasta,Kp. Babakan Pasir Angin RT.02 RW.15,Ciburuy,Padalarang,-6.832565000000,107.470837000000,13,10,23,2,1
KB MANDIRI,69836104,TPA,Swasta,Kp. Cibodas RT.01 RW.14,Bunijaya,Gununghalu,-7.017997000000,107.251039000000,17,13,30,2,1
KB MANDIRI,69888179,KB,Swasta,KP CIPEUTEUY RT 04/05,SAGULING,Saguling,-6.894690000000,107.370235400000,15,12,27,4,1
KB MAWAR CIBURUY,69835996,KB,Swasta,KP. CIKADU RT.01 RW.13,Ciburuy,Padalarang,-6.813104100000,107.488827800000,19,19,38,3,1
KB MAWAR INDAH,69989532,KB,Swasta,Kp. Cintaasih Rt 04/01,Wangunsari,Sindangkerta,-6.978898400000,107.388375400000,28,36,64,4,2
KB MEDINA AZAHRA,69984413,KB,Swasta,KP. KARANGLAYUNG RT 01 RW 09,Kertamukti,Cipatat,-6.805867100000,107.426631900000,19,15,34,1,1
KB MEKARSARI,70049102,KB,Swasta,KP. MEKARSARI RT 003 RW 019,Bojong,Rongga,.000000000000,.000000000000,15,11,26,2,1
KB MEKARWANGI,69968985,KB,Swasta,JL. GOA PAWON RT 001 RW 012,Gunungmasigit,Cipatat,-6.831022600000,107.400450200000,15,17,32,2,2
KB MELATI,69836050,KB,Swasta,Kp. PASIRHALANG RT.01 RW.12,Tugumukti,Cisarua,-6.839683300000,107.554527100000,17,12,29,2,1
KB MIFTAHUL FALAH,69836065,KB,Swasta,JL. CIBUNTU/ KP CIBUNTU,Nanggeleng,Cipeundeuy,-6.774812000000,107.388182200000,27,18,45,2,0
KB MIFTAHUL IMAN,69836041,KB,Swasta,KOLONEL MASTURI CITESPONG RT. 02 RW. 01,Sukajaya,Lembang,-6.828687100000,107.642626500000,10,12,22,1,1
KB MIFTAHUS SADIAH,69955482,KB,Swasta,Kampung Cigombong Rt. 04 Rw. 13,Cibedug,Rongga,-7.009608000000,107.278522000000,0,0,0,1,0
KB MIFTAHUSSALAM,69972624,KB,Swasta,Kp. Cibuntu Rt 03/09 Ds. Bojongkoneng,Bojongkoneng,Ngamprah,-6.858475300000,107.513781600000,12,7,19,2,1
KB MITRA INSANI,69836044,KB,Swasta,Kp. Lebak Hideng Pasir Ipis RT.03 RW.17,Jayagiri,Lembang,-6.810564100000,107.645119400000,5,8,13,0,1
KB MUTIARA AL-HIDAYAH,69954124,KB,Swasta,Kampung Tegalega Rt.03 Rw. 08,Cilangari,Gununghalu,-7.077839200000,107.365894800000,9,7,16,3,0
KB MUTIARA ILMU,69972122,KB,Swasta,PERUM BATUJAJAR REGENCY BLOK N-5 RT 05 RW 15,Laksanamekar,Padalarang,-6.849622000000,107.499281100000,27,20,47,4,1
KB MUTIARA ILMU,69835946,KB,Swasta,Kp. Sekip RT. 02 RW. 09,Cipatat,Cipatat,-6.850416200000,107.365622300000,12,23,35,2,1
KB MUTIARA KASIH,69835999,KB,Swasta,Kp. BABAKAN RT.02 RW.10,Tagogapu,Padalarang,-6.834915200000,107.479540400000,24,29,53,4,0
KB MUTIARA QOLBI,69956290,KB,Swasta,Kampung Cukang Kawung Rt.01 Rw.05,Pakuhaji,Ngamprah,-6.849000000000,107.535700000000,14,15,29,2,2
KB NAJMIATUL ULUM,69891523,KB,Swasta,Kp. Pareang Lio,Rajamandala Kulon,Cipatat,-5.445722000000,114.431791000000,23,33,56,2,1
KB NAZUSSALAM,69835979,KB,Swasta,KP PABUARAN,Mandalawangi,Cipatat,-6.833811600000,107.438657500000,21,16,37,3,1
KB NIAGARA,69891532,KB,Swasta,PURI CIPAGERAN INDAH 2 BLOK D NO. 12-15A,Tanimulya,Ngamprah,-6.859100000000,107.531600000000,9,16,25,2,0
KB NUR HIDAYAH,69964304,KB,Swasta,Kp. Cipari Rt.04/01,Cijambu,Cipongkor,-6.892212100000,107.340629600000,13,12,25,4,2
KB NUR INSANI,69891533,KB,Swasta,KP. CIJERAH RT 06 RW 04,Tanimulya,Ngamprah,-6.866610000000,107.518816000000,9,14,23,1,1
KB NURLATIFAH,69891543,KB,Swasta,Jl Sirnaraja/kp. Babakan Tapos Rt/Rw 04/03,Sirnaraja,Cipeundeuy,-6.769316000000,107.383144000000,11,12,23,1,1
KB NURUL ALMAARIF,69970658,KB,Swasta,Kp. Cilimus Rt 03/01 Ds. Sarinagen,Sarinagen,Cipongkor,-6.951744000000,107.346459000000,16,12,28,3,1
KB NURUL HUDA,69891469,KB,Swasta,Kp. Cijengkol RT.01 RW.12,Nyalindung,Cipatat,-6.792041000000,107.425261000000,3,5,8,2,1
KB NURUL HUDA,69953006,KB,Swasta,Kp. Leuwinutug Rt 01/04,Batulayang,Cililin,-6.954900000000,107.439100000000,39,32,71,4,0
KB NURUL JANNAH,69968974,KB,Swasta,SURAMANGGALA RT 08 RW 01,Baranangsiang,Cipongkor,-6.918000000000,107.366400000000,19,22,41,2,0
KB NURUL QOLBI,69835810,KB,Swasta,KP.RAWA BIRU RT.04/11,Sukasari,Gununghalu,-6.990879000000,107.348142000000,22,17,39,2,1
KB NURUSSAADAH,69836070,KB,Swasta,jl sirnaraja kp. cinta asih rt/rw 02/04,Sirnaraja,Cipeundeuy,-6.718998000000,107.379874500000,14,14,28,3,1
KB NUSA BANGSA,69835982,KB,Swasta,KP. CIMAREME,Cimerang,Padalarang,-6.867000000000,107.502100000000,49,39,88,6,1
KB NUSA INDAH,69835925,KB,Swasta,GALANGGANG RT. 02 RW. 12,Galanggang,Batujajar,-6.914038700000,107.497176900000,17,18,35,2,1
KB NUSANTARA,69968993,KB,Swasta,KP CIPARANG RT 02 RW 07,Cipatat,Cipatat,-6.834741500000,107.426540500000,8,15,23,2,1
KB PANORAMA PUTRA INDONESIA,69971506,KB,Swasta,Kp. Neglasari RT.01 RW.13,Galanggang,Batujajar,-5.443757000000,114.421127000000,21,11,32,2,1
KB PAUD TERPADU BELLA,69932557,KB,Swasta,Kp. Warung Domba Rt.01 Rw.05,Mandalamukti,Cikalongwetan,-6.730843100000,107.397307900000,26,32,58,5,1
KB PELANGI CERIA,70001886,KB,Swasta,KP. PUSPA NENGGANG RT 01 RW 14 DS. TAMANJAYA,Tamanjaya,Gununghalu,-7.076658400000,107.359889900000,37,39,76,6,1
KB PELITA INDONESIA,69972436,KB,Swasta,JL. RAYA LEMBANG NO. 194,Lembang,Lembang,-6.799407200000,107.633143300000,1,3,4,null,null
KB QUR ANUL BAHRI,69835897,KB,Swasta,Kp. PALASARI Rt 04/07,Cintaasih,Cipongkor,-6.958697900000,107.367038000000,17,9,26,0,1
KB RAUDLATUL JANNAH,69835893,KB,Swasta,KP. SUKAGUNA RT.01 RW.07,Mekarjaya,Cihampelas,-6.978932700000,107.500881600000,8,16,24,1,1
KB RAWASARI,69975575,KB,Swasta,Kp. Cipongporang Rt 02/09 Ds. Nyenang,Nyenang,Cipeundeuy,-6.798026600000,107.373338400000,20,22,42,3,2
KB RIYADHUSSAKINAH,69926726,KB,Swasta,Kp. Sirnagalih Rt.06 Rw.10,Rancapanggung,Cililin,-6.988300000000,107.426900000000,17,21,38,1,2
KB RIYADLUSHSHOLIHIN,69835896,KB,Swasta,KP. CIBALOK RT.02 RW.05,Mekarjaya,Cihampelas,-6.917656300000,107.441834700000,13,9,22,2,0
KB ROSADA,69963027,KB,Swasta,KP. PASIRTEREP RT.02 RW.03,Cijenuk,Cipongkor,-6.941347700000,107.367897100000,21,20,41,1,1
KB ROUDHOTUL HASANAH,69942924,KB,Swasta,JL. KOLMAS 129 KP. PAMECELAN RT 02 RW 05,Sukajaya,Lembang,-5.443757000000,114.421127000000,9,13,22,1,1
KB ROUDHOTUSSYARIF,69981708,KB,Swasta,Kp. Cipeuteuy Rt 01/07,Sukamulya,Cipongkor,-6.942460700000,107.322260600000,7,8,15,2,2
KB RUHUT TAQWA,69836002,KB,Swasta,Jl. Purwakarta Kp. Cilio RT.01 RW.02,Tagogapu,Padalarang,-6.872500000000,107.471300000000,18,20,38,2,1
KB RUMAH CERIA,69953610,KB,Swasta,Kp.Pasir Badak RT.02 RW.17,Cinengah,Rongga,-6.985258000000,107.206645200000,24,16,40,5,0
KB SHIROTUN DHAU UN,69835959,KB,Swasta,KP. CIRAWA RT 03 RW 06,Cirawamekar,Cipatat,-6.812836000000,107.381659000000,12,27,39,2,2
KB SURYA KENCANA,69969663,KB,Swasta,Kp. Pasirpanjang RT 03 RW 02,Neglasari,Cipongkor,-6.931233200000,107.356168000000,10,16,26,3,1
KB TARBIYATUL AULAD,69836096,KB,Swasta,PLTA CIRATA/SUKABETAH,Ciharashas,Cipeundeuy,-6.728905000000,107.382630000000,34,43,77,4,1
KB TARBIYATUL ULA,69891575,KB,Swasta,Jl. Blok Panca Tengah RT.006 RW.003,Batujajar Barat,Batujajar,-6.919000000000,107.498000000000,24,22,46,3,2
KB Tarbiyatun Najah,69835882,KB,Swasta,Kp. Babakan Tarogong RT.01 RW.06,Citapen,Cihampelas,-6.960352800000,107.509068200000,9,8,17,2,1
KB TERPADU,69835939,KB,Swasta,KP.SAKOLA RT.01 RW 14,Ciptaharja,Cipatat,-6.851854500000,107.442707900000,20,15,35,0,1
KB TUNAS AL MUHAJIRIN,69924131,KB,Swasta,Jl. H. Ghofur Perum Binakarya Rt.04/01,Pakuhaji,Ngamprah,-6.851558000000,107.526122000000,16,12,28,2,1
KB TUNAS CENDIKIA,69932931,KB,Swasta,Kp. Cileueur RT.03/RW.05,CIKANDE,Saguling,-6.875000000000,107.437900000000,14,6,20,2,1
KB TUNAS CITRA ASRI,69835987,KB,Swasta,KOMP. CITRA PADALARANG INDAH C125,Jayamekar,Padalarang,-6.849900000000,107.465400000000,37,42,79,6,1
KB TUNAS HARAPAN BANGSA,69888174,KB,Swasta,KP. CIMALANG RT. 03 RW. 04,GIRIMUKTI,Saguling,-6.884004000000,107.419070000000,22,31,53,5,1
KB TUNAS HARAPAN KONENGSARI,69919824,KB,Swasta,Kp. Pasirhaur Rt.03 Rw.13,Bojongkoneng,Ngamprah,-6.813700000000,107.523000000000,39,31,70,3,0
KB TUNAS HIDAYAH MUSTOFA,69888177,KB,Swasta,KP. JALUPANGKIDUL RT. 03 RW. 05,GIRIMUKTI,Saguling,-6.886716500000,107.406983000000,22,17,39,3,2
KB TUNAS MERDEKA,69916613,KB,Swasta,JL. GALUDRA NO.14 RT.01 RW.08,Cilame,Ngamprah,-6.847883000000,107.517099000000,4,11,15,1,2
KB WINAYA GUNA,69836061,KB,Swasta,KP. CITEMBONG 001/013,Margaluyu,Cipeundeuy,-6.794700000000,107.320100000000,21,18,39,4,1
KB WONDERLAND,69872174,KB,Swasta,Jl. SUKALAKSANA NO.07 RT.04 RW.02,Cikahuripan,Lembang,-6.791482100000,107.610087900000,3,4,7,3,0
KB YAHISHA,70057985,KB,Swasta,Kp. Cihamirung RT. 002 RW. 011,Mekarjaya,Cihampelas,.000000000000,.000000000000,0,0,0,0,1
KB YUKAINAA,69982413,KB,Swasta,KP. KEBON HUI RT 02 RW 03,Cigugur Girang,Parongpong,-6.756163400000,107.586059300000,11,10,21,1,1
KINANTI,69836042,KB,Swasta,KP. BABAKAN AMPERA RT. 05 /16 JL. JAYAGIRI,Jayagiri,Lembang,-6.802600000000,107.622300000000,17,13,30,2,2
Kober A-Muawanah,69835829,KB,Swasta,Babakan Jati,Cicangkang Girang,Sindangkerta,-6.998897500000,107.404043900000,16,12,28,1,1
KOBER ADH DHIYA,69922744,KB,Swasta,Kp. Cidaplang Rt.03/10,Mandalamukti,Cikalongwetan,-6.745800000000,107.457000000000,12,10,22,2,2
Kober Ainul Hayat,69891499,KB,Swasta,Kp Malaka Rt 01/ Rw 01,Sindangkerta,Sindangkerta,-7.019736400000,107.432796200000,16,17,33,1,2
KOBER AJ - JAHRA,69891483,KB,Swasta,KP. CIWIRA RT.02 RW.07,Sindangjaya,Gununghalu,-7.039479000000,107.238493000000,12,9,21,3,1
KOBER AL - AMIN,69835773,KB,Swasta,Kp. Pasir Peundeuy  RT.01 RW.02,Sukasari,Gununghalu,-6.990500000000,107.349900000000,10,11,21,3,0
KOBER AL - BAROKAH,69835775,KB,Swasta,Kp. Pasir Lemo Rt.02/04,Cilangari,Gununghalu,-7.030147400000,107.286817800000,3,14,17,3,1
KOBER AL - HIKMAH CIPAYUNG,69835795,KB,Swasta,KP HEGARMANAH RT 02 RW 013,Bunijaya,Gununghalu,-7.007500000000,107.271100000000,2,0,2,3,2
KOBER AL - HUDA,69835787,KB,Swasta,Kp. Cidadap,Sirnajaya,Gununghalu,-7.020356700000,107.313511500000,11,9,20,1,0
KOBER AL - MUCHLIS,69835786,KB,Swasta,Kp. Ciawitali,Sirnajaya,Gununghalu,-7.020526000000,107.306771000000,10,15,25,2,1
KOBER AL AFIYAH,69835789,KB,Swasta,KP.HEGARMANAH,Gununghalu,Gununghalu,-6.985890200000,107.311487800000,16,13,29,2,1
KOBER AL AMANAH,69835814,KB,Swasta,KP. NENGGEL RT. 02 /18,Tamanjaya,Gununghalu,-7.092074000000,107.315802700000,9,8,17,2,1
KOBER AL AMIN,69932965,TK,Swasta,Jl. Kolonel Masturi No.188 Rt.01 Rw.16,Cihideung,Parongpong,-6.802694000000,107.589798000000,24,28,52,4,1
KOBER AL BASIR,69974370,KB,Swasta,Kp. Cibanteng Rt 03/02 Ds. Sukamulya,Sukamulya,Cipongkor,-6.957900000000,107.392800000000,14,21,35,2,2
KOBER AL FANNIS,69835809,KB,Swasta,KP. CIBEUREUM RT. 04 / 07,Wargasaluyu,Gununghalu,-7.027270600000,107.239103500000,16,9,25,2,1
KOBER AL FATAH,69992588,KB,Swasta,KP. BOJONG LOA RT.01 RW.04,Cibenda,Cipongkor,-6.960275800000,107.367086600000,21,13,34,1,2
KOBER AL FATIH,70055614,KB,Swasta,Kp. Gading RT. 002 RW. 001,Cibenda,Cipongkor,-6.927600000000,107.325100000000,15,15,30,2,2
KOBER AL FURQON,69973976,KB,Swasta,Kp. Kubang Rt 01/24 Ds. Gununghalu,Gununghalu,Gununghalu,-7.086909500000,107.319001500000,5,11,16,2,0
KOBER AL HIDAYAH,70051864,KB,Swasta,Kp. BAHUBANG RT. 002 RW.007,Situwangi,Cihampelas,-6.967200000000,-252.501400000000,5,12,17,2,2
KOBER AL HIDAYAH PERMATA,69836030,KB,Swasta,Kp. Babakan No.10 RT.01 RW.09,Cigugur Girang,Parongpong,-6.837082000000,107.587523000000,9,8,17,1,0
KOBER AL HIKMAH,69835788,KB,Swasta,KP. Bojongsalam  RT. 01 / 03,Celak,Gununghalu,-7.025600000000,107.358400000000,18,25,43,3,0
KOBER AL HUDA,69891558,SPS,Swasta,Tanjung Wangii Rt 01/08.Ds. Cicangkanggirang  Sindangkerta,Cicangkang Girang,Sindangkerta,-7.002100000000,107.374800000000,29,38,67,2,1
KOBER AL HUSNA,70051862,KB,Swasta,Kp. Pojok RT 002 RW 011,Situwangi,Cihampelas,.000000000000,.000000000000,30,45,75,6,0
KOBER AL IKHLAS,69836064,KB,Swasta,KP CIRAHAYU,Nanggeleng,Cipeundeuy,-6.760404700000,107.312543400000,34,16,50,3,1
KOBER AL IKHLAS,69835813,KB,Swasta,KP. CIKAWUNG RT 01/18,Tamanjaya,Gununghalu,-7.042340700000,107.192060200000,14,9,23,0,1
KOBER AL IRSYAD SATYA,70037909,KB,Swasta,"Jl. Parahyangan KM 2,7 Kota Baru Parahyangan",Kertajaya,Padalarang,.000000000000,.000000000000,20,24,44,3,1
KOBER AL MUBAROK,69955567,KB,Swasta,Kampung Cikoneng Rt.002 Rw.015,Mukapayung,Cililin,-6.967155700000,107.483266200000,13,19,32,2,1
KOBER AL MUDAARIS,70052894,KB,Swasta,Kp. Tenjolaut RT.01 RW.06,Tenjolaut,Cikalongwetan,.000000000000,.000000000000,26,27,53,4,2
KOBER AL MUHAJIRIN,69835804,KB,Swasta,KP. KIBODAS RT. 01 / 08,Wargasaluyu,Gununghalu,-7.014919100000,107.254091600000,12,13,25,1,0
KOBER AL MUHTADIN,69933613,KB,Swasta,Kp. Rawasari Rt.03 Rw.07,Mandalasari,Cipatat,-5.443757000000,114.421127000000,8,13,21,3,0
KOBER AL MUMIN,69937307,KB,Swasta,Kp. Cihideung Rt.01/09,Bunijaya,Gununghalu,-7.042500800000,107.237930200000,18,10,28,2,2
KOBER AL- FATAH,70060112,KB,Swasta,Kp. Pangauban RT. 002 RW. 002,Cijenuk,Cipongkor,.000000000000,.000000000000,0,0,0,2,2
KOBER AL-GUFRON,69836074,KB,Swasta,Kp.Nagrak RT 02 RW 06,Sirnaraja,Cipeundeuy,-5.443757000000,114.421127000000,10,11,21,2,1
KOBER AL-HUSNA,69836082,KB,Swasta,KP. MARGALUYU RT.01 RW 11,Cipeundeuy,Cipeundeuy,-6.745056400000,107.339053600000,16,20,36,0,2
Kober AL-Ikhlas,69835823,KB,Swasta,KP. Pasir Angin,Cintakarya,Sindangkerta,-7.008242000000,107.389796000000,12,12,24,2,1
KOBER AL-INAYAH,69835799,KB,Swasta,Kp.LEGOK KADU RT.02/04,Celak,Gununghalu,-7.008322000000,107.350738000000,10,17,27,1,1
KOBER AL-JIHAD,69836081,KB,Swasta,KP.BANJAR SARI,Nyenang,Cipeundeuy,-6.744902000000,107.333931000000,21,20,41,4,0
Kober Al-Manar,69835821,KB,Swasta,Kp. Cibeletong Rt 03/ Rw 09,Ranca Senggang,Sindangkerta,-7.006700000000,107.410800000000,14,14,28,2,1
KOBER AL-MUKHTARIAH,69836062,KB,Swasta,KP. CIBUNGUR RT 02 RW 08,Margaluyu,Cipeundeuy,-6.736835200000,107.329658000000,7,6,13,2,1
KOBER ALIF,69836357,KB,Swasta,SADANG,Cikidang,Lembang,-5.429772000000,114.425729000000,22,23,45,3,2
KOBER AN - NAUFAL,69835779,KB,Swasta,Kp. WArungkupa Ds. Bunijaya,Bunijaya,Gununghalu,-7.033856800000,107.266439700000,11,9,20,1,0
KOBER AN - NUR,69835774,KB,Swasta,Kp. Lewi Panto,Cilangari,Gununghalu,-7.027870600000,107.197158900000,11,4,15,3,2
KOBER AN NUR,69835806,KB,Swasta,KP. LAMPEGAN RT. 01 / 13,Wargasaluyu,Gununghalu,-7.014100000000,107.356400000000,17,10,27,3,0
KOBER AN-NUR,69891570,KB,Swasta,Kp. Sukamulya Rt. 003 Rw. 006,Mekarsari,Cipongkor,-6.942857673705,107.375689297915,13,15,28,3,1
KOBER ANGGREK,70036132,KB,Swasta,Kp. Cisarua Rt. 003 Rw. 006,Cibitung,Rongga,.000000000000,.000000000000,42,44,86,4,1
KOBER AR RAHMAT,69835784,KB,Swasta,KP. Cimarel RT.001 RW.002,Sukaresmi,Rongga,-6.993745400000,107.326784200000,28,41,69,5,1
KOBER ARSYAKAYLA,69974070,KB,Swasta,Kp. Sasak Rt 02/08,Cijenuk,Cipongkor,-6.958571000000,107.376666000000,11,7,18,1,0
KOBER AS SALAM,69835805,KB,Swasta,KP. CELAK RT.03 RW.09,Celak,Gununghalu,-7.073447200000,107.346840400000,14,13,27,4,1
KOBER AS SALAM,69835790,KB,Swasta,Kp. Cipaku,Gununghalu,Gununghalu,-7.048499000000,107.225322900000,11,2,13,2,0
KOBER AS SALAM,69835776,KB,Swasta,Kp. Sindangsalam Ds. SIndangjaya,Sindangjaya,Gununghalu,-7.044953400000,107.342361400000,0,0,0,1,1
KOBER AS SHIDIKIYAH,69891489,KB,Swasta,KP. BABABAKAN SARI RT.01/10,Cilangari,Gununghalu,-7.008812000000,107.271495000000,12,15,27,2,2
KOBER AS SYIFFA,69836176,KB,Swasta,Kp. Patrol RT.01 RW.08,Pataruman,Cihampelas,-6.952300000000,107.522400000000,20,22,42,4,1
KOBER ASH-SHIDIQ,70051861,KB,Swasta,Kp. Balakasap RT. 001 RW. 002,Pataruman,Cihampelas,.000000000000,.000000000000,9,13,22,1,1
KOBER ASSAIDIYAH,69835902,KB,Swasta,Kp. Cibanteng Rt 01/05 Ds. Citalem,Citalem,Cipongkor,-6.924053500000,107.378308000000,16,15,31,3,2
KOBER ASYROZ,69933612,KB,Swasta,Kp. Pasegan Rt.01 Rw.17,Cipatat,Cipatat,-6.836656900000,107.363637600000,14,11,25,2,1
KOBER AT TOYIBAH,69835785,KB,Swasta,Kp. Banyuresmi Rt 02/09 Ds. Sirnajaya,Sirnajaya,Gununghalu,-7.046322400000,107.354456600000,13,7,20,2,1
KOBER ATTAHIYAH,69835800,KB,Swasta,KP. SAMPORA RT. 01 / 12,Celak,Gununghalu,-7.002253000000,107.362282000000,10,13,23,2,0
